# t,ob0,ob1,ob2,ob3,ob4,ob5,ac0,ac1,ac2,ac3,p,q,r,p-sp,q-sp,r-sp,y0,y1,y2,y3,w0,w1,w2,w3,reward
1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.254747960152536035e-01,1.129733286262176173e-01,7.131474876923536016e-03,-2.397075710383089753e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.254747960152536035e-01,1.129733286262176173e-01,7.131474876923536016e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.545252039847464403e+02
2.000000000000000042e-03,1.580113530508242548e-05,-2.784785283438395709e-05,1.038620591163635254e+00,1.580113530508242548e-05,-2.784785283438395709e-05,1.038620591163635254e+00,-2.807083084869051171e-02,-1.430540196175780765e-02,6.607095844375780735e-02,3.868829264513175964e-02,-1.580113530508242548e-05,2.784785283438395709e-05,-1.038620591163635254e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.607095844375780735e-02,3.868829264513175964e-02,1.123726501464843750e+02,1.127185897827148438e+02,8.232478332519531250e+01,1.933550071716308594e+01,7.534464712513321274e+02
3.000000000000000062e-03,7.496226462535560131e-04,-2.204078336944803596e-04,-5.461292266845703125e-01,7.338215109484735876e-04,-1.925599808600964025e-04,-1.584749817848205566e+00,7.773989223556207473e-02,-4.145002766178917941e-02,7.069788698100762381e-02,-3.781946389937214381e-02,-7.496226462535560131e-04,2.204078336944803596e-04,5.461292266845703125e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.773989223556207473e-02,0.000000000000000000e+00,7.069788698100762381e-02,0.000000000000000000e+00,2.251823577880859375e+02,1.293064880371093750e+02,1.946060485839843750e+02,1.321454162597656250e+02,8.030405827550993081e+02
4.000000000000000083e-03,1.286853686906397343e-03,-2.297241473570466042e-03,1.087459802627563477e+00,5.372310406528413296e-04,-2.076833639875985682e-03,1.633589029312133789e+00,-2.218615448349095520e-02,7.279812885742556472e-02,4.158550232369926519e-02,6.473375927554983478e-02,-1.286853686906397343e-03,2.297241473570466042e-03,-1.087459802627563477e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.279812885742556472e-02,4.158550232369926519e-02,6.473375927554983478e-02,2.391109924316406250e+02,1.460391693115234375e+02,3.074243164062500000e+02,1.482668457031250000e+02,8.013757897515490640e+02
5.000000000000000104e-03,-2.456894726492464542e-04,-6.387882400304079056e-03,2.723026752471923828e+00,-1.532543159555643797e-03,-4.090640926733613014e-03,1.635566949844360352e+00,4.901421002566681839e-02,5.602368232988719221e-02,-5.566567750489721800e-02,3.120780197946930803e-02,2.456894726492464542e-04,6.387882400304079056e-03,-2.723026752471923828e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.901421002566681839e-02,5.602368232988719221e-02,0.000000000000000000e+00,3.120780197946930803e-02,2.527109832763671875e+02,2.588571166992187500e+02,4.202429199218750000e+02,2.605398254394531250e+02,8.247534501698921758e+02
6.000000000000000125e-03,-4.931724164634943008e-03,-1.032264996320009232e-02,2.655054092407226562e+00,-4.686034691985696554e-03,-3.934767562896013260e-03,-6.797266006469726562e-02,4.920444452130632446e-02,9.014620989177822563e-02,-3.443562423715809673e-02,3.783663603212792520e-02,4.931724164634943008e-03,1.032264996320009232e-02,-2.655054092407226562e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.920444452130632446e-02,9.014620989177822563e-02,0.000000000000000000e+00,3.783663603212792520e-02,2.662742004394531250e+02,3.713915100097656250e+02,4.298344726562500000e+02,3.730968322753906250e+02,8.462429448855777991e+02
7.000000000000000146e-03,-9.684477932751178741e-03,-9.455238468945026398e-03,9.425032138824462891e-01,-4.752753768116235733e-03,8.674114942550659180e-04,-1.712550878524780273e+00,1.472662528418922090e-02,4.817483994233272976e-03,1.900414370249072643e-02,1.216013301809055758e-01,9.684477932751178741e-03,9.455238468945026398e-03,-9.425032138824462891e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.472662528418922090e-02,4.817483994233272976e-03,1.900414370249072643e-02,1.216013301809055758e-01,3.791051635742187500e+02,4.836520996093750000e+02,4.389255371093750000e+02,4.859281005859375000e+02,8.008322217162428842e+02
8.000000000000000167e-03,-1.174139510840177536e-02,-4.395996220409870148e-03,-8.576130867004394531e-02,-2.056917175650596619e-03,5.059242248535156250e-03,-1.028264522552490234e+00,1.329200926640131120e-01,1.347290581824783784e-01,-7.133388018415988407e-03,4.138973008339323634e-02,1.174139510840177536e-02,4.395996220409870148e-03,8.576130867004394531e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.329200926640131120e-01,1.347290581824783784e-01,0.000000000000000000e+00,4.138973008339323634e-02,4.918221130371093750e+02,5.339416503906250000e+02,5.512996215820312500e+02,5.986452636718750000e+02,7.509694091233742483e+02
8.999999999999999320e-03,-1.728113740682601929e-02,-6.560281035490334034e-04,-1.846230030059814453e+00,-5.539742298424243927e-03,3.739968116860836744e-03,-1.760468721389770508e+00,1.002786866611779862e-02,4.933293881658414037e-02,1.342735443647350702e-01,1.384648855191396993e-02,1.728113740682601929e-02,6.560281035490334034e-04,1.846230030059814453e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.002786866611779862e-02,4.933293881658414037e-02,1.342735443647350702e-01,1.384648855191396993e-02,6.046610717773437500e+02,6.461942749023437500e+02,5.575195312500000000e+02,7.114845581054687500e+02,7.423251034304939822e+02
1.000000000000000021e-02,-1.852223463356494904e-02,8.649921976029872894e-03,-1.526997447013854980e+00,-1.241097226738929749e-03,9.305950079578906298e-03,3.192325830459594727e-01,-1.865179140816102671e-02,1.038998230624762070e-01,2.005881612867140007e-03,1.137119279476658529e-01,1.852223463356494904e-02,-8.649921976029872894e-03,1.526997447013854980e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.038998230624762070e-01,2.005881612867140007e-03,1.137119279476658529e-01,6.978554687500000000e+02,7.587930908203125000e+02,6.701185302734375000e+02,8.239769897460937500e+02,7.488090625425968483e+02
