# t,ob0,ob1,ob2,ob3,ob4,ob5,ac0,ac1,ac2,ac3,p,q,r,p-sp,q-sp,r-sp,y0,y1,y2,y3,w0,w1,w2,w3,reward
1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.333812775532601413e-02,4.375688421050840521e-02,7.121641321653034151e-02,6.219764518000488185e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.333812775532601413e-02,4.375688421050840521e-02,7.121641321653034151e-02,6.219764518000488185e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.087835867834696728e+02
2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.113178438698154624e-02,-5.873570808496138274e-02,-2.859112214217905679e-02,1.112500924035196848e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.113178438698154624e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.112500924035196848e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.087835867834696728e+02
3.000000000000000062e-03,-4.693564915214665234e-05,8.271918341051787138e-05,-3.085132122039794922e+00,-4.693564915214665234e-05,8.271918341051787138e-05,-3.085132122039794922e+00,-4.598801807065450165e-02,9.752949727593950707e-03,-3.854897277444516157e-02,-4.535487733673425337e-02,4.693564915214665234e-05,-8.271918341051787138e-05,3.085132122039794922e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.752949727593950707e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.130596847534179688e+02,1.899506950378417969e+01,1.899389076232910156e+01,1.130600662231445312e+02,7.592318673769931365e+02
4.000000000000000083e-03,-4.579434244078584015e-05,8.612426609033718705e-05,-3.180348396301269531e+00,1.141306711360812187e-06,3.405082679819315672e-06,-9.521627426147460938e-02,-5.189693793227573293e-02,-2.812489258156647409e-02,-5.116032804880794871e-02,8.763977633199533657e-02,4.579434244078584015e-05,-8.612426609033718705e-05,3.180348396301269531e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.763977633199533657e-02,2.256212310791015625e+02,1.236280822753906250e+02,3.803895950317382812e+01,1.299196166992187500e+02,7.917636479561213037e+02
5.000000000000000104e-03,1.930888975039124489e-03,-6.265032570809125900e-04,-4.698543548583984375e+00,1.976683317479910329e-03,-7.126275231712497771e-04,-1.518195152282714844e+00,-5.669504034385047797e-02,3.716379750601246645e-02,1.349490870214974381e-01,-3.037845281823068483e-02,-1.930888975039124489e-03,6.265032570809125900e-04,4.698543548583984375e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.716379750601246645e-02,1.349490870214974381e-01,0.000000000000000000e+00,2.400646057128906250e+02,1.399699096679687500e+02,5.639766693115234375e+01,2.427184295654296875e+02,7.330892133110943405e+02
6.000000000000000125e-03,2.623799489811062813e-03,-4.590985554386861622e-05,-1.424873113632202148e+00,6.929105147719383240e-04,5.805934015370439738e-04,3.273670434951782227e+00,1.160918837479506249e-03,-4.041464379898995762e-02,1.019943154825520004e-02,-3.769672590094111375e-02,-2.623799489811062813e-03,4.590985554386861622e-05,1.424873113632202148e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.160918837479506249e-03,0.000000000000000000e+00,1.019943154825520004e-02,0.000000000000000000e+00,2.533692169189453125e+02,2.530605773925781250e+02,1.694895935058593750e+02,2.559600219726562500e+02,7.752963898491531154e+02
7.000000000000000146e-03,4.074832890182733536e-03,1.295338268391788006e-03,-7.484865933656692505e-02,1.451033400371670723e-03,1.341248123935656622e-03,1.350024454295635223e+00,-3.093240374550894345e-02,1.255297415745684070e-02,1.364178731939089673e-01,-6.226608808426832564e-02,-4.074832890182733536e-03,-1.295338268391788006e-03,7.484865933656692505e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.255297415745684070e-02,1.364178731939089673e-01,0.000000000000000000e+00,2.769003906250000000e+02,2.668289794921875000e+02,2.747199096679687500e+02,2.692102050781250000e+02,7.558062080267608280e+02
8.000000000000000167e-03,4.148360341787338257e-03,9.042285964824259281e-04,3.054347276687622070e+00,7.352745160460472107e-05,-3.911096719093620777e-04,3.129195936024188995e+00,1.338237562646597545e-01,-4.310110614360562753e-02,-4.385476475836701249e-02,-3.293943348771621871e-02,-4.148360341787338257e-03,-9.042285964824259281e-04,-3.054347276687622070e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.338237562646597545e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.995805358886718750e+02,3.798955688476562500e+02,3.877877197265625000e+02,2.818514099121093750e+02,7.342586920969279163e+02
8.999999999999999320e-03,4.354005213826894760e-03,3.054441476706415415e-04,2.981740236282348633e+00,2.056448720395565033e-04,-5.987844488117843866e-04,-7.260704040527343750e-02,1.443934059612279885e-01,-2.602194441009249293e-02,-4.426137702524582385e-02,1.245163263855065261e-01,-4.354005213826894760e-03,-3.054441476706415415e-04,-2.981740236282348633e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.443934059612279885e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.245163263855065261e-01,3.120397338867187500e+02,3.904374389648437500e+02,3.981435546875000000e+02,2.947285156250000000e+02,7.559219350403027420e+02
1.000000000000000021e-02,4.539269953966140747e-03,-2.056643133983016014e-04,-4.113692343235015869e-01,1.852647401392459869e-04,-5.111084610689431429e-04,-3.393109470605850220e+00,5.779956073448602044e-02,7.897260580853560086e-02,-4.794591851415513917e-02,1.020177432008080032e-01,-4.539269953966140747e-03,2.056643133983016014e-04,4.113692343235015869e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.779956073448602044e-02,7.897260580853560086e-02,0.000000000000000000e+00,1.020177432008080032e-01,4.251506042480468750e+02,4.001780700683593750e+02,4.077011718750000000e+02,4.078400573730468750e+02,8.021277033663633347e+02
1.099999999999999936e-02,4.941786173731088638e-03,-9.009223431348800659e-04,-2.115328788757324219e+00,4.025162197649478912e-04,-6.952580297365784645e-04,-1.703959554433822632e+00,6.846983205720655330e-02,2.108213896830839207e-02,6.750406193196796523e-02,-1.140508000237190622e-02,-4.941786173731088638e-03,9.009223431348800659e-04,2.115328788757324219e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.846983205720655330e-02,2.108213896830839207e-02,6.750406193196796523e-02,0.000000000000000000e+00,5.379801025390625000e+02,5.124401245117187500e+02,4.173153686523437500e+02,5.206699218750000000e+02,7.736768609759521951e+02
1.200000000000000025e-02,9.513290598988533020e-03,1.713288831524550915e-03,-3.682205677032470703e-01,4.571504425257444382e-03,2.614211174659430981e-03,1.747108221054077148e+00,7.746010511341246130e-02,5.078409278167009266e-04,6.683501907096685291e-02,9.524512215123147330e-02,-9.513290598988533020e-03,-1.713288831524550915e-03,3.682205677032470703e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.746010511341246130e-02,5.078409278167009266e-04,6.683501907096685291e-02,9.524512215123147330e-02,6.502348022460937500e+02,6.252766113281250000e+02,5.301525878906250000e+02,5.276141967773437500e+02,7.890938391416893865e+02
1.299999999999999940e-02,2.019715681672096252e-02,5.107463221065700054e-04,-2.078618049621582031e+00,1.068386621773242950e-02,-1.202542509417980909e-03,-1.710397481918334961e+00,-4.963103319298896310e-02,4.932698226122944618e-02,6.346792605966954104e-03,3.511474598214303633e-02,-2.019715681672096252e-02,-5.107463221065700054e-04,2.078618049621582031e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.932698226122944618e-02,6.346792605966954104e-03,3.511474598214303633e-02,7.630653686523437500e+02,6.342335205078125000e+02,6.424128417968750000e+02,6.404451904296875000e+02,7.983545135289059544e+02
1.400000000000000029e-02,2.709123492240905762e-02,-6.296388804912567139e-03,-1.109370231628417969e+00,6.894078105688095093e-03,-6.807135127019137144e-03,9.692478179931640625e-01,3.467554484954089855e-02,9.317537226219529956e-03,1.239213040642093144e-01,-1.253909096783678567e-02,-2.709123492240905762e-02,6.296388804912567139e-03,1.109370231628417969e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.467554484954089855e-02,9.317537226219529956e-03,1.239213040642093144e-01,0.000000000000000000e+00,7.644260253906250000e+02,7.469405517578125000e+02,7.027067871093750000e+02,7.528291625976562500e+02,7.655150738336307086e+02
1.499999999999999944e-02,3.069837950170040131e-02,-4.578955937176942825e-03,2.090694427490234375e+00,3.607144579291343689e-03,1.717432867735624313e-03,3.200064659118652344e+00,1.029597116805699847e-01,4.584901923785211775e-02,7.206797925137239935e-02,7.190173652194700726e-02,-3.069837950170040131e-02,4.578955937176942825e-03,-2.090694427490234375e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.029597116805699847e-01,4.584901923785211775e-02,7.206797925137239935e-02,7.190173652194700726e-02,7.653831787109375000e+02,8.311552734375000000e+02,8.157864379882812500e+02,7.540587158203125000e+02,8.049577728219177288e+02
1.600000000000000033e-02,3.272450342774391174e-02,-4.182599019259214401e-03,2.091088294982910156e+00,2.026123926043510437e-03,3.963569179177284241e-04,3.938674926757812500e-04,3.367524764919751362e-02,1.018240128753536977e-01,-4.887892504838833863e-02,7.303939073467216603e-02,-3.272450342774391174e-02,4.182599019259214401e-03,-2.091088294982910156e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.367524764919751362e-02,1.018240128753536977e-01,0.000000000000000000e+00,7.303939073467216603e-02,8.779287719726562500e+02,9.437010498046875000e+02,9.283322143554687500e+02,8.666043701171875000e+02,8.079302486504341232e+02
1.700000000000000122e-02,3.498660400509834290e-02,-3.704544156789779663e-03,1.837817430496215820e-01,2.262100577354431152e-03,4.780548624694347382e-04,-1.907306551933288574e+00,8.456525880535178952e-03,7.171098584358298611e-02,8.716048332400633258e-02,2.545972647941227920e-02,-3.498660400509834290e-02,3.704544156789779663e-03,-1.837817430496215820e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.456525880535178952e-03,7.171098584358298611e-02,8.716048332400633258e-02,2.545972647941227920e-02,9.907919921875000000e+02,1.055929199218750000e+03,9.256404418945312500e+02,9.794682617187500000e+02,7.971782418054817754e+02
1.799999999999999864e-02,4.698615521192550659e-02,5.240905564278364182e-03,1.841713339090347290e-01,1.199955120682716370e-02,8.945449721068143845e-03,3.895908594131469727e-04,-4.335602354405471148e-02,-1.109974292121225503e-02,8.818654904253081517e-02,3.366723249605481361e-02,-4.698615521192550659e-02,-5.240905564278364182e-03,-1.841713339090347290e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.818654904253081517e-02,3.366723249605481361e-02,1.103337646484375000e+03,1.168474975585937500e+03,1.038186157226562500e+03,1.092013916015625000e+03,8.082878734254960591e+02
