# t,ob0,ob1,ob2,ob3,ob4,ob5,ac0,ac1,ac2,ac3,p,q,r,p-sp,q-sp,r-sp,y0,y1,y2,y3,w0,w1,w2,w3,reward
1.099999999999999936e-02,-8.412844687700271606e-02,-6.209664419293403625e-02,5.175482749938964844e+00,-1.708476245403289795e-02,-1.668624207377433777e-02,5.927500724792480469e-01,1.256105957447868904e-01,-6.638375619740510825e-02,-2.503434461374309805e-02,5.502430130014426823e-02,8.412844687700271606e-02,6.209664419293403625e-02,-5.175482749938964844e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.256105957447868904e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.502430130014426823e-02,7.392749633789062500e+02,7.304122314453125000e+02,1.014681213378906250e+03,6.907663574218750000e+02,-9.677333369844879485e+01
1.200000000000000025e-02,-1.017195954918861389e-01,-8.307015150785446167e-02,1.408573985099792480e+00,-1.759114861488342285e-02,-2.097350731492042542e-02,-3.766908764839172363e+00,1.322803671449735985e-01,-4.599121029550456985e-03,-4.956520398473857059e-02,6.239421545493645249e-02,1.017195954918861389e-01,8.307015150785446167e-02,-1.408573985099792480e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.322803671449735985e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.239421545493645249e-02,8.524479980468750000e+02,7.320769653320312500e+02,1.009643676757812500e+03,8.039403686523437500e+02,8.974253129312389774e+02
1.299999999999999940e-02,-1.183195933699607849e-01,-1.039936244487762451e-01,-2.357572555541992188e+00,-1.659999787807464600e-02,-2.092347294092178345e-02,-3.766146540641784668e+00,4.708394275538359958e-02,1.815111465200583418e-02,2.094038365982815383e-02,9.356292832338622412e-02,1.183195933699607849e-01,1.039936244487762451e-01,2.357572555541992188e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.708394275538359958e-02,1.815111465200583418e-02,2.094038365982815383e-02,9.356292832338622412e-02,9.656208496093750000e+02,7.337025756835937500e+02,1.004725097656250000e+03,9.171142578125000000e+02,7.912219412533424929e+02
1.400000000000000029e-02,-1.338114142417907715e-01,-1.249255016446113586e-01,-2.358538389205932617e+00,-1.549182087182998657e-02,-2.093187719583511353e-02,-9.658336639404296875e-04,9.359987695105044525e-02,1.222249706930104568e-01,9.938157808045688935e-04,-4.157197844036772394e-02,1.338114142417907715e-01,1.249255016446113586e-01,2.358538389205932617e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.359987695105044525e-02,1.222249706930104568e-01,9.938157808045688935e-04,0.000000000000000000e+00,1.078166748046875000e+03,8.462481079101562500e+02,1.117270629882812500e+03,1.029660156250000000e+03,7.759128913048407412e+02
1.499999999999999944e-02,-1.514252871274948120e-01,-1.485770046710968018e-01,-2.249103307723999023e+00,-1.761387288570404053e-02,-2.365150302648544312e-02,1.094350814819335938e-01,3.034178930705768232e-02,-4.332295538319486106e-03,3.202259065672233285e-02,-8.134631795831244461e-03,1.514252871274948120e-01,1.485770046710968018e-01,2.249103307723999023e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.034178930705768232e-02,0.000000000000000000e+00,3.202259065672233285e-02,0.000000000000000000e+00,1.190694213867187500e+03,9.588120117187500000e+02,1.119211059570312500e+03,1.024879882812500000e+03,7.582677740831763913e+02
1.600000000000000033e-02,-1.497442275285720825e-01,-1.746920347213745117e-01,-2.220142364501953125e+00,1.681059598922729492e-03,-2.611503005027770996e-02,2.896094322204589844e-02,3.538654030560726971e-02,-3.334189568136043669e-02,-3.639420131659154567e-02,-4.130650798777758814e-02,1.497442275285720825e-01,1.746920347213745117e-01,2.220142364501953125e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.538654030560726971e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303234985351562500e+03,9.557248535156250000e+02,1.231761474609375000e+03,1.020225769042968750e+03,8.480989070166618831e+02
1.700000000000000122e-02,-1.473235934972763062e-01,-2.217973172664642334e-01,-4.218129158020019531e+00,2.420634031295776367e-03,-4.710528254508972168e-02,-1.997986793518066406e+00,-4.109964347107657179e-02,1.138314381064928910e-01,1.170804599882155489e-01,2.257494394463877008e-03,1.473235934972763062e-01,2.217973172664642334e-01,4.218129158020019531e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.138314381064928910e-01,1.170804599882155489e-01,2.257494394463877008e-03,1.416113281250000000e+03,9.523730468750000000e+02,1.221902465820312500e+03,1.016019592285156250e+03,7.500380008862277919e+02
1.799999999999999864e-02,-1.309679299592971802e-01,-2.801170051097869873e-01,-5.151847004890441895e-01,1.635566353797912598e-02,-5.831968784332275391e-02,3.702944457530975342e+00,-3.733400772435939430e-02,1.263750979253061291e-01,1.237509076353704718e-01,-5.400770354875225610e-04,1.309679299592971802e-01,2.801170051097869873e-01,5.151847004890441895e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.263750979253061291e-01,1.237509076353704718e-01,0.000000000000000000e+00,1.401625610351562500e+03,1.065535278320312500e+03,1.335065795898437500e+03,1.030826293945312500e+03,8.849588186552255138e+02
1.899999999999999953e-02,-1.201335266232490540e-01,-3.380501568317413330e-01,3.517470598220825195e+00,1.083440333604812622e-02,-5.793315172195434570e-02,4.032655298709869385e+00,-1.242594531451138989e-02,-6.233963447754807541e-03,6.076932220076398938e-02,1.262223912382412494e-01,1.201335266232490540e-01,3.380501568317413330e-01,-3.517470598220825195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.076932220076398938e-02,1.262223912382412494e-01,1.387424682617187500e+03,1.178752319335937500e+03,1.448284057617187500e+03,1.025363891601562500e+03,7.414846261034405188e+02
2.000000000000000042e-02,-1.130718961358070374e-01,-3.971168696880340576e-01,3.595331907272338867e+00,7.061630487442016602e-03,-5.906671285629272461e-02,7.786130905151367188e-02,3.082783810090126281e-02,7.380810389934101823e-02,-9.237363844703860849e-03,-5.032919723565942860e-02,1.130718961358070374e-01,3.971168696880340576e-01,-3.595331907272338867e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.082783810090126281e-02,7.380810389934101823e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.374216674804687500e+03,1.170489013671875000e+03,1.560842651367187500e+03,1.137896606445312500e+03,7.531820195585224837e+02
